target,role,tag
APOC2,TSG,cancermine
APPBP2,ONC,cancermine
AQP3,ONC,cancermine
AQP5,ONC,cancermine
AQP7,ONC,cancermine
ARAP3,ONC,cancermine
ARF6,ONC,cancermine
ARHGAP30,TSG,cancermine
ARHGAP44,TSG,cancermine
ARHGDIB,ONC,cancermine
ARHGEF10,TSG,cancermine
ARHGEF11,ONC,cancermine
ARHGEF4,ONC,cancermine
ARID3A,ONC,cancermine
ARID3B,ONC,cancermine
ARL6IP5,TSG,cancermine
ARNT2,TSG,cancermine
ARPC1A,ONC,cancermine
ARPC2,ONC,cancermine
ARSB,TSG,cancermine
ASAH1,ONC,cancermine
ASAP1,ONC,cancermine
ASAP3,ONC,cancermine
ASF1A,ONC,cancermine
ASXL2,TSG,cancermine
ATF5,ONC,cancermine
ATF7,TSG,cancermine
ATG4B,ONC,cancermine
ATG5,TSG,cancermine
ATOH8,ONC,cancermine
ATP1B3,ONC,cancermine
AVP,ONC,cancermine
AZIN1,ONC,cancermine
B3GAT3,ONC,cancermine
B3GNT3,ONC,cancermine
B4GALNT3,TSG,cancermine
B9D1,TSG,cancermine
BANK1,TSG,cancermine
BARX2,TSG,cancermine
BATF,ONC,cancermine
BCAM,TSG,cancermine
BCAN,ONC,cancermine
BCAS1,ONC,cancermine
BCCIP,ONC,cancermine
BCKDHB,TSG,cancermine
BCL2L10,ONC,cancermine
BCL2L12,ONC,cancermine
BCO2,TSG,cancermine
BDH2,TSG,cancermine
BHLHA15,TSG,cancermine
BHLHE22,ONC,cancermine
BHLHE40,TSG,cancermine
BIRC6,ONC,cancermine
BLM,ONC,cancermine
BMF,TSG,cancermine
BMP6,TSG,cancermine
BMPR1A,TSG,cancermine
BMX,ONC,cancermine
BNC1,TSG,cancermine
BOK,TSG,cancermine
BOLL,ONC,cancermine
BPIFA1,ONC,cancermine
BPIFB1,TSG,cancermine
BRCC3,ONC,cancermine
BRIX1,TSG,cancermine
BRMS1,TSG,cancermine
BRMS1L,ONC,cancermine
BRSK1,TSG,cancermine
BTG4,TSG,cancermine
BUB1,ONC,cancermine
BUB1B,TSG,cancermine
C10orf90,ONC,cancermine
C1GALT1,ONC,cancermine
C1QTNF1,ONC,cancermine
C1QTNF8,ONC,cancermine
C1orf87,ONC,cancermine
C3orf52,TSG,cancermine
C8orf76,ONC,cancermine
CA1,ONC,cancermine
CA8,ONC,cancermine
CAB39L,TSG,cancermine
CABYR,ONC,cancermine
CACNA1D,ONC,cancermine
CAD,TSG,cancermine
CADM2,TSG,cancermine
CALB1,ONC,cancermine
CALM1,ONC,cancermine
CALML3,ONC,cancermine
CAP1,ONC,cancermine
CAPN2,ONC,cancermine
CAPN6,TSG,cancermine
CAPN9,TSG,cancermine
CAPS,ONC,cancermine
CARD8,TSG,cancermine
CASP1,TSG,cancermine
CASP9,ONC,cancermine
CAST,ONC,cancermine
CBFA2T2,TSG,cancermine
CBS,ONC,cancermine
CBX3,ONC,cancermine
CBX6,TSG,cancermine
CCAR1,ONC,cancermine
CCDC136,TSG,cancermine
CCDC54,ONC,cancermine
CCDC88A,ONC,cancermine
CCL20,ONC,cancermine
CCL26,ONC,cancermine
CCNB1,ONC,cancermine
CCNK,ONC,cancermine
CCPG1,ONC,cancermine
CCR9,ONC,cancermine
CCRL2,TSG,cancermine
CD109,ONC,cancermine
CD163,ONC,cancermine
CD164,TSG,cancermine
CD1A,ONC,cancermine
CD1D,TSG,cancermine
CD276,ONC,cancermine
CD46,ONC,cancermine
CD5,TSG,cancermine
CD55,ONC,cancermine
CD58,TSG,cancermine
CD81,TSG,cancermine
CDC45,ONC,cancermine
CDH6,TSG,cancermine
CDHR2,TSG,cancermine
CDK19,ONC,cancermine
CDYL,ONC,cancermine
CEACAM19,ONC,cancermine
CEBPE,ONC,cancermine
CELF6,TSG,cancermine
CENPA,ONC,cancermine
CENPK,ONC,cancermine
CEP72,ONC,cancermine
CFH,ONC,cancermine
CHAF1A,ONC,cancermine
CHKA,ONC,cancermine
CHMP4B,ONC,cancermine
CHRDL2,ONC,cancermine
CHRM3,ONC,cancermine
CIDEB,ONC,cancermine
CISH,ONC,cancermine
CIT,ONC,cancermine
CITED2,TSG,cancermine
CKS1B,ONC,cancermine
CKS2,ONC,cancermine
CLCA4,TSG,cancermine
CLCN3,ONC,cancermine
CLDN23,TSG,cancermine
CLDN4,ONC,cancermine
CLEC18B,ONC,cancermine
CLEC4M,ONC,cancermine
CLIC1,ONC,cancermine
CLK1,ONC,cancermine
CLPTM1L,ONC,cancermine
CMPK1,ONC,cancermine
CNKSR1,ONC,cancermine
CNOT7,TSG,cancermine
CNR1,TSG,cancermine
CNR2,ONC,cancermine
CNTN2,TSG,cancermine
COLQ,ONC,cancermine
COMMD10,TSG,cancermine
COPB2,ONC,cancermine
COPZ1,ONC,cancermine
CORO1C,ONC,cancermine
COTL1,ONC,cancermine
COX4I1,ONC,cancermine
CPA4,ONC,cancermine
CPEB2,TSG,cancermine
CPNE3,ONC,cancermine
CPPED1,TSG,cancermine
CPSF4,ONC,cancermine
CR1,TSG,cancermine
CRABP1,TSG,cancermine
CRCT1,TSG,cancermine
CREB3L1,TSG,cancermine
CRH,ONC,cancermine
CRMP1,TSG,cancermine
CSDE1,ONC,cancermine
CSNK2A1,ONC,cancermine
CSPP1,ONC,cancermine
CSRP1,TSG,cancermine
CST1,ONC,cancermine
CST3,ONC,cancermine
CSTB,ONC,cancermine
CTSD,ONC,cancermine
CTSH,ONC,cancermine
CTSK,ONC,cancermine
CTSZ,ONC,cancermine
CUL2,ONC,cancermine
CUL5,TSG,cancermine
CUX2,ONC,cancermine
CWC27,ONC,cancermine
CXCL11,TSG,cancermine
CXCL17,ONC,cancermine
CXCL3,ONC,cancermine
CXCR1,ONC,cancermine
CXXC1,ONC,cancermine
CXXC5,ONC,cancermine
CYB5D2,TSG,cancermine
CYB5R2,TSG,cancermine
CYP1A1,ONC,cancermine
CYP2D6,TSG,cancermine
CYP2E1,TSG,cancermine
CYP3A5,TSG,cancermine
CYP4V2,ONC,cancermine
DAAM1,ONC,cancermine
DAB1,TSG,cancermine
DAPK3,TSG,cancermine
DAXX,ONC,cancermine
DAZAP1,ONC,cancermine
DBH,ONC,cancermine
DBN1,ONC,cancermine
DCAF6,TSG,cancermine
DCLK1,TSG,cancermine
DCLK3,ONC,cancermine
DDB1,ONC,cancermine
DDHD2,ONC,cancermine
DDRGK1,TSG,cancermine
DDT,ONC,cancermine
DDX10,ONC,cancermine
DDX23,ONC,cancermine
DEFB4A,ONC,cancermine
DFFA,ONC,cancermine
DGCR8,ONC,cancermine
DGKB,ONC,cancermine
DGKG,TSG,cancermine
DGKZ,ONC,cancermine
DHH,ONC,cancermine
DHRS7,TSG,cancermine
DHX15,TSG,cancermine
DIDO1,TSG,cancermine
DIMT1,ONC,cancermine
DKK4,ONC,cancermine
DLG5,TSG,cancermine
DLL3,ONC,cancermine
DLX1,ONC,cancermine
DMGDH,ONC,cancermine
DMKN,ONC,cancermine
DNAH5,ONC,cancermine
DNAJB6,ONC,cancermine
DNAJC11,TSG,cancermine
DNAJC2,TSG,cancermine
DNAJC25,TSG,cancermine
DNALI1,TSG,cancermine
DND1,TSG,cancermine
DNM2,ONC,cancermine
DNTTIP1,ONC,cancermine
DOC2A,TSG,cancermine
DOC2B,TSG,cancermine
DOK6,ONC,cancermine
DPH3,TSG,cancermine
DRAM2,ONC,cancermine
DRD1,TSG,cancermine
DROSHA,TSG,cancermine
DSC2,TSG,cancermine
DSCAM,ONC,cancermine
DTNB,TSG,cancermine
DTWD1,TSG,cancermine
DTX3L,TSG,cancermine
DTYMK,ONC,cancermine
DUOX1,TSG,cancermine
DUSP10,TSG,cancermine
DUSP2,TSG,cancermine
DUSP8,ONC,cancermine
E2F4,ONC,cancermine
E2F7,ONC,cancermine
EBP,TSG,cancermine
EDA2R,TSG,cancermine
EDAR,TSG,cancermine
EED,TSG,cancermine
EEF1A1,ONC,cancermine
EEF1D,ONC,cancermine
EEF1E1,TSG,cancermine
EFEMP2,ONC,cancermine
EFNA3,TSG,cancermine
EGR4,ONC,cancermine
EHMT1,TSG,cancermine
EIF3A,ONC,cancermine
EIF3F,TSG,cancermine
EIF3H,ONC,cancermine
EIF3I,ONC,cancermine
EIF4A1,ONC,cancermine
EIF4B,ONC,cancermine
EIF4G1,ONC,cancermine
ELAVL4,ONC,cancermine
ELFN2,ONC,cancermine
ELL,TSG,cancermine
ELMO3,ONC,cancermine
ELOVL6,ONC,cancermine
ENKUR,TSG,cancermine
ENSA,ONC,cancermine
EPB41L1,TSG,cancermine
EPB41L2,ONC,cancermine
EPG5,TSG,cancermine
EPHA4,TSG,cancermine
EPHA8,ONC,cancermine
EPHB1,TSG,cancermine
EPHX2,TSG,cancermine
EPS8L3,ONC,cancermine
ERCC1,ONC,cancermine
ERCC2,ONC,cancermine
ERCC6,TSG,cancermine
ERCC6L,ONC,cancermine
ERCC8,ONC,cancermine
ERLIN2,ONC,cancermine
ERN1,ONC,cancermine
ERV3-1,TSG,cancermine
ESPN,ONC,cancermine
ESRRA,ONC,cancermine
ETF1,TSG,cancermine
ETV3,TSG,cancermine
ETV5,ONC,cancermine
EVI5,ONC,cancermine
EXD3,ONC,cancermine
EXOC7,ONC,cancermine
EXOSC1,TSG,cancermine
EXOSC4,ONC,cancermine
FABP1,TSG,cancermine
FABP7,TSG,cancermine
FADD,ONC,cancermine
FAF1,TSG,cancermine
FAM163A,ONC,cancermine
FAM172A,TSG,cancermine
FAM3C,ONC,cancermine
FAM83F,ONC,cancermine
FANCA,ONC,cancermine
FANCM,TSG,cancermine
FAP,ONC,cancermine
FBLN1,TSG,cancermine
FBLN5,TSG,cancermine
FBXL18,ONC,cancermine
FBXL5,ONC,cancermine
FBXL7,TSG,cancermine
FBXO16,TSG,cancermine
FBXO22,ONC,cancermine
FBXO28,ONC,cancermine
FBXO9,ONC,cancermine
FBXW12,TSG,cancermine
FBXW2,TSG,cancermine
FBXW4,TSG,cancermine
FDPS,ONC,cancermine
FECH,TSG,cancermine
FER,ONC,cancermine
FEZF2,TSG,cancermine
FGF23,ONC,cancermine
FGL1,TSG,cancermine
FKBP14,ONC,cancermine
FLNC,TSG,cancermine
FLVCR2,ONC,cancermine
FMN2,ONC,cancermine
FMNL2,ONC,cancermine
FMNL3,ONC,cancermine
FMO2,TSG,cancermine
FNDC1,ONC,cancermine
FNIP1,TSG,cancermine
FNIP2,TSG,cancermine
FOXE1,TSG,cancermine
FOXJ1,TSG,cancermine
FOXN1,TSG,cancermine
FOXP4,ONC,cancermine
FPR2,ONC,cancermine
FRMD6,TSG,cancermine
FRMPD1,TSG,cancermine
FSHR,ONC,cancermine
FSIP1,ONC,cancermine
FST,ONC,cancermine
FSTL3,ONC,cancermine
FTCD,TSG,cancermine
FTH1,ONC,cancermine
FXN,TSG,cancermine
FZD10,ONC,cancermine
FZD8,ONC,cancermine
G0S2,TSG,cancermine
GAB1,ONC,cancermine
GABARAPL1,TSG,cancermine
GABRQ,ONC,cancermine
GAD1,ONC,cancermine
GALNT3,ONC,cancermine
GALNT5,ONC,cancermine
GALNT6,ONC,cancermine
GALNT7,ONC,cancermine
GART,ONC,cancermine
GBA,ONC,cancermine
GCA,ONC,cancermine
GCG,ONC,cancermine
GCNT4,ONC,cancermine
GDF6,ONC,cancermine
GDI2,TSG,cancermine
GEN1,TSG,cancermine
GGA1,ONC,cancermine
GGH,TSG,cancermine
GGT1,ONC,cancermine
GHR,ONC,cancermine
GINS2,ONC,cancermine
GINS4,ONC,cancermine
GIP,ONC,cancermine
GIPC1,TSG,cancermine
GIT1,ONC,cancermine
GJA3,ONC,cancermine
GJB3,TSG,cancermine
GKN2,TSG,cancermine
GLA,ONC,cancermine
GLCE,ONC,cancermine
GLUL,ONC,cancermine
GMPS,ONC,cancermine
GNA14,ONC,cancermine
GNG11,TSG,cancermine
GNL3,ONC,cancermine
GNPTAB,ONC,cancermine
GNRHR,TSG,cancermine
GOLGA2,TSG,cancermine
GOLIM4,ONC,cancermine
GOT1,ONC,cancermine
GOT2,ONC,cancermine
GP2,ONC,cancermine
GPAA1,ONC,cancermine
GPC1,ONC,cancermine
GPD1,TSG,cancermine
GPI,ONC,cancermine
GPR35,ONC,cancermine
GPR68,TSG,cancermine
GPS1,TSG,cancermine
GPX2,ONC,cancermine
GRIK3,ONC,cancermine
GRINA,ONC,cancermine
GRM3,ONC,cancermine
GRM4,TSG,cancermine
GSDMA,TSG,cancermine
GSK3A,ONC,cancermine
GSK3B,ONC,cancermine
GSX2,TSG,cancermine
GXYLT2,TSG,cancermine
HAT1,ONC,cancermine
HBB,ONC,cancermine
HCFC1,TSG,cancermine
HCFC1R1,ONC,cancermine
HCK,ONC,cancermine
HDAC11,TSG,cancermine
HDAC5,TSG,cancermine
HDAC7,ONC,cancermine
HELZ,TSG,cancermine
HES3,TSG,cancermine
HEXA,TSG,cancermine
HEY1,ONC,cancermine
HGD,TSG,cancermine
HGS,ONC,cancermine
HHATL,TSG,cancermine
HHIP,ONC,cancermine
HIF1AN,TSG,cancermine
HINT2,TSG,cancermine
HLA-B,ONC,cancermine
HLA-F,ONC,cancermine
HLA-G,ONC,cancermine
HLTF,TSG,cancermine
HLX,TSG,cancermine
HMGN2,ONC,cancermine
HNF4G,ONC,cancermine
HNRNPL,ONC,cancermine
HOMER1,ONC,cancermine
HORMAD1,ONC,cancermine
HOXA3,ONC,cancermine
HOXB1,TSG,cancermine
HOXB7,ONC,cancermine
HOXB9,TSG,cancermine
HOXC10,ONC,cancermine
HOXC12,TSG,cancermine
HOXC5,TSG,cancermine
HOXC9,ONC,cancermine
HOXD13,TSG,cancermine
HOXD8,TSG,cancermine
HPN,ONC,cancermine
HRC,TSG,cancermine
HSD11B1,ONC,cancermine
HSD17B4,TSG,cancermine
HSDL2,ONC,cancermine
HSF2,TSG,cancermine
HSP90AB1,ONC,cancermine
HSP90B1,ONC,cancermine
HSPA2,ONC,cancermine
HSPA5,TSG,cancermine
HSPB7,TSG,cancermine
HUS1,ONC,cancermine
ICK,ONC,cancermine
IER3,TSG,cancermine
IFI30,TSG,cancermine
IFI44L,TSG,cancermine
IFI6,ONC,cancermine
IFIT2,TSG,cancermine
IFIT3,TSG,cancermine
IFIT5,ONC,cancermine
IFNAR1,TSG,cancermine
IFNB1,ONC,cancermine
IFNGR1,TSG,cancermine
IGF2BP3,ONC,cancermine
IGFBP1,TSG,cancermine
IGFBP4,TSG,cancermine
IK,TSG,cancermine
IKZF5,ONC,cancermine
IL12B,ONC,cancermine
IL25,ONC,cancermine
IL27,ONC,cancermine
IL27RA,TSG,cancermine
IL31,ONC,cancermine
IL37,TSG,cancermine
IL4,ONC,cancermine
IL6ST,TSG,cancermine
ILKAP,ONC,cancermine
INO80C,TSG,cancermine
INPP4A,TSG,cancermine
INS-IGF2,ONC,cancermine
IPO7,ONC,cancermine
IQGAP3,ONC,cancermine
IQUB,ONC,cancermine
IRAK2,ONC,cancermine
IRF2,ONC,cancermine
IRF7,ONC,cancermine
IRS1,ONC,cancermine
IRS4,ONC,cancermine
IRX4,TSG,cancermine
IRX5,ONC,cancermine
ISCU,ONC,cancermine
ITGA3,ONC,cancermine
ITGB1,ONC,cancermine
ITGB4,ONC,cancermine
ITGBL1,TSG,cancermine
ITM2B,ONC,cancermine
ITPKA,ONC,cancermine
ITPKB,TSG,cancermine
JARID2,TSG,cancermine
JMJD6,ONC,cancermine
JPH3,TSG,cancermine
JUND,ONC,cancermine
JUP,TSG,cancermine
KAT6B,TSG,cancermine
KAT7,ONC,cancermine
KAT8,ONC,cancermine
KCNA1,ONC,cancermine
KCNA3,TSG,cancermine
KCNJ2,ONC,cancermine
KCNJ3,ONC,cancermine
KCNT1,ONC,cancermine
KCTD21,TSG,cancermine
KDM1B,ONC,cancermine
KHDRBS1,ONC,cancermine
KHSRP,ONC,cancermine
KIAA0100,TSG,cancermine
KIAA1549,ONC,cancermine
KIF23,ONC,cancermine
KIF2C,ONC,cancermine
KLF14,ONC,cancermine
KLF17,TSG,cancermine
KLF7,ONC,cancermine
KLHL20,TSG,cancermine
KLLN,TSG,cancermine
KPNA4,ONC,cancermine
KRT13,TSG,cancermine
KRT16,ONC,cancermine
KRT17,ONC,cancermine
KRT6A,ONC,cancermine
LACRT,ONC,cancermine
LACTB,TSG,cancermine
LANCL1,ONC,cancermine
LARP1,ONC,cancermine
LARS2,ONC,cancermine
LCOR,TSG,cancermine
LDLR,ONC,cancermine
LDLRAP1,TSG,cancermine
LECT2,TSG,cancermine
LEFTY2,TSG,cancermine
LEO1,ONC,cancermine
LGALS1,ONC,cancermine
LGALSL,ONC,cancermine
LHX4,ONC,cancermine
LHX8,ONC,cancermine
LIMK1,ONC,cancermine
LIMK2,ONC,cancermine
LMBR1,ONC,cancermine
LMNB1,TSG,cancermine
LMX1A,TSG,cancermine
LMX1B,ONC,cancermine
LNX2,ONC,cancermine
LOXL1,TSG,cancermine
LPAR6,ONC,cancermine
LRRK2,ONC,cancermine
LTBP1,ONC,cancermine
LYPD4,ONC,cancermine
MACROD1,ONC,cancermine
MAD2L1,ONC,cancermine
MAFF,ONC,cancermine
MAGEC2,ONC,cancermine
MAL2,ONC,cancermine
MAN1C1,TSG,cancermine
MAP2,TSG,cancermine
MAP2K3,TSG,cancermine
MAP3K13,ONC,cancermine
MAP3K2,TSG,cancermine
MAP3K6,ONC,cancermine
MAP4K3,TSG,cancermine
MAP9,ONC,cancermine
MAPK11,ONC,cancermine
MAPK13,TSG,cancermine
MAPK3,ONC,cancermine
MAPK8IP3,ONC,cancermine
MAPKAPK3,ONC,cancermine
MAPKAPK5,ONC,cancermine
MARVELD2,ONC,cancermine
MAS1,ONC,cancermine
MAST1,ONC,cancermine
MAT1A,ONC,cancermine
MAT2A,ONC,cancermine
MBD1,TSG,cancermine
MBD2,TSG,cancermine
MBD3,ONC,cancermine
MBNL3,ONC,cancermine
MCM2,ONC,cancermine
MCM3,ONC,cancermine
MCM6,TSG,cancermine
ME1,ONC,cancermine
MED23,ONC,cancermine
MED29,ONC,cancermine
MEF2A,TSG,cancermine
MEF2B,ONC,cancermine
MEGF10,TSG,cancermine
MFHAS1,ONC,cancermine
MFN2,TSG,cancermine
MFSD2A,TSG,cancermine
MGA,TSG,cancermine
MGAT3,ONC,cancermine
MIA2,TSG,cancermine
MICA,ONC,cancermine
MKNK2,ONC,cancermine
MLF1,ONC,cancermine
MMP1,ONC,cancermine
MMP10,ONC,cancermine
MMP11,ONC,cancermine
MMP16,ONC,cancermine
MMP8,TSG,cancermine
MMS22L,ONC,cancermine
MON1B,ONC,cancermine
MORC2,ONC,cancermine
MRAS,ONC,cancermine
MRO,ONC,cancermine
MRPL42,ONC,cancermine
MRPL48,TSG,cancermine
MSH3,TSG,cancermine
MSLN,ONC,cancermine
MSMB,TSG,cancermine
MSR1,ONC,cancermine
MSX2,ONC,cancermine
MT1F,TSG,cancermine
MT1H,TSG,cancermine
MT1X,TSG,cancermine
MTA2,ONC,cancermine
MTFP1,TSG,cancermine
MTHFD1L,ONC,cancermine
MTMR14,ONC,cancermine
MTO1,TSG,cancermine
MUC13,ONC,cancermine
MUC6,TSG,cancermine
MUL1,TSG,cancermine
MUTYH,ONC,cancermine
MVP,TSG,cancermine
MXD1,TSG,cancermine
MYCBP2,ONC,cancermine
MYCT1,TSG,cancermine
MYF5,ONC,cancermine
MZB1,TSG,cancermine
N4BP2L1,ONC,cancermine
NAA10,ONC,cancermine
NAB2,ONC,cancermine
NAGA,TSG,cancermine
NAIF1,TSG,cancermine
NAV3,TSG,cancermine
NCOA1,ONC,cancermine
NCOA6,TSG,cancermine
NDC80,ONC,cancermine
NDRG3,TSG,cancermine
NDUFA13,TSG,cancermine
NDUFA4,ONC,cancermine
NEFL,TSG,cancermine
NEFM,TSG,cancermine
NEK8,ONC,cancermine
NEUROG2,ONC,cancermine
NFAT5,TSG,cancermine
NFATC3,TSG,cancermine
NFATC4,ONC,cancermine
NFE2L3,TSG,cancermine
NFIA,ONC,cancermine
NFIC,ONC,cancermine
NFKBIA,TSG,cancermine
NFKBIB,TSG,cancermine
NFYA,ONC,cancermine
NFYC,ONC,cancermine
NINL,ONC,cancermine
NKAIN2,TSG,cancermine
NKX3-2,ONC,cancermine
NLRC5,ONC,cancermine
NLRP6,TSG,cancermine
NNAT,TSG,cancermine
NNT,ONC,cancermine
NOL3,TSG,cancermine
NOL4,TSG,cancermine
NOP56,ONC,cancermine
NOS1,ONC,cancermine
NOX1,ONC,cancermine
NOX4,ONC,cancermine
NPPA,TSG,cancermine
NPRL2,TSG,cancermine
NR0B1,ONC,cancermine
NR2C2,ONC,cancermine
NR5A1,TSG,cancermine
NRL,ONC,cancermine
NRN1,ONC,cancermine
NRP1,TSG,cancermine
NTN4,TSG,cancermine
NUCKS1,ONC,cancermine
NUDCD1,ONC,cancermine
NUDT21,ONC,cancermine
NUF2,ONC,cancermine
NUP153,ONC,cancermine
OGG1,TSG,cancermine
OLIG2,ONC,cancermine
OMD,ONC,cancermine
OPN1MW,ONC,cancermine
OPRM1,ONC,cancermine
OSMR,TSG,cancermine
OSTM1,ONC,cancermine
P4HB,ONC,cancermine
PACS1,ONC,cancermine
PADI4,TSG,cancermine
PAF1,TSG,cancermine
PAFAH1B1,ONC,cancermine
PAIP2B,TSG,cancermine
PAM,ONC,cancermine
PAMR1,TSG,cancermine
PANX1,TSG,cancermine
PANX2,TSG,cancermine
PAOX,TSG,cancermine
PARP15,TSG,cancermine
PARP6,TSG,cancermine
PARPBP,ONC,cancermine
PASD1,ONC,cancermine
PAX7,ONC,cancermine
PBLD,TSG,cancermine
PCDH20,TSG,cancermine
PCDHGB7,TSG,cancermine
PCK1,TSG,cancermine
PCLO,ONC,cancermine
PCMT1,ONC,cancermine
PCSK7,ONC,cancermine
PDCD1,ONC,cancermine
PDE3A,ONC,cancermine
PDE4D,TSG,cancermine
PDGFRL,TSG,cancermine
PDIA6,ONC,cancermine
PDK4,TSG,cancermine
PDS5B,ONC,cancermine
PDXP,TSG,cancermine
PDZK1,ONC,cancermine
PEAK1,ONC,cancermine
PECAM1,ONC,cancermine
PER3,ONC,cancermine
PERP,TSG,cancermine
PFKFB3,ONC,cancermine
PFN2,ONC,cancermine
PGC,TSG,cancermine
PHB2,TSG,cancermine
PHF1,TSG,cancermine
PHF10,TSG,cancermine
PHF13,ONC,cancermine
PHF20,ONC,cancermine
PHF20L1,ONC,cancermine
PHF21B,ONC,cancermine
PHF7,ONC,cancermine
PHIP,TSG,cancermine
PI15,ONC,cancermine
PI4K2B,TSG,cancermine
PIAS3,TSG,cancermine
PIGA,ONC,cancermine
PIK3R2,ONC,cancermine
PIK3R3,TSG,cancermine
PIP,ONC,cancermine
PIP4K2A,TSG,cancermine
PIWIL2,ONC,cancermine
PIWIL3,ONC,cancermine
PKD2,ONC,cancermine
PKHD1,TSG,cancermine
PKHD1L1,TSG,cancermine
PKN2,TSG,cancermine
PKNOX2,TSG,cancermine
PKP3,ONC,cancermine
PLA2G7,ONC,cancermine
PLCB1,TSG,cancermine
PLD2,ONC,cancermine
PLEKHA2,ONC,cancermine
PLEKHO1,TSG,cancermine
PLK3,TSG,cancermine
PLOD2,ONC,cancermine
PLS3,ONC,cancermine
PNCK,ONC,cancermine
PNO1,ONC,cancermine
PNRC1,TSG,cancermine
POLDIP2,ONC,cancermine
PON3,ONC,cancermine
POU1F1,ONC,cancermine
POU3F3,ONC,cancermine
POU5F1B,ONC,cancermine
PPBP,ONC,cancermine
PPIA,ONC,cancermine
PPM1K,ONC,cancermine
PPP1R14A,TSG,cancermine
PPP1R18,TSG,cancermine
PPP1R7,TSG,cancermine
PPP1R9B,TSG,cancermine
PPP2CA,ONC,cancermine
PPP2R2A,ONC,cancermine
PPP2R3B,TSG,cancermine
PPP4C,ONC,cancermine
PPP5C,ONC,cancermine
PRB1,ONC,cancermine
PRDX2,ONC,cancermine
PRDX3,TSG,cancermine
PRDX6,TSG,cancermine
PRKAA2,TSG,cancermine
PRKAR2B,ONC,cancermine
PRKCD,ONC,cancermine
PRKG1,TSG,cancermine
PROCR,TSG,cancermine
PRPF31,TSG,cancermine
PRPF40A,ONC,cancermine
PRPSAP2,ONC,cancermine
PRR14,ONC,cancermine
PRR5,TSG,cancermine
PRRX1,TSG,cancermine
PRSS21,TSG,cancermine
PSD,TSG,cancermine
PSIP1,ONC,cancermine
PSMB9,ONC,cancermine
PSMC2,ONC,cancermine
PSMD14,ONC,cancermine
PSME3,ONC,cancermine
PTBP2,ONC,cancermine
PTBP3,ONC,cancermine
PTCHD3,TSG,cancermine
PTER,TSG,cancermine
PTGR1,ONC,cancermine
PTH,ONC,cancermine
PTMA,TSG,cancermine
PTMS,TSG,cancermine
PTP4A1,ONC,cancermine
PTPN23,TSG,cancermine
PTPN5,TSG,cancermine
PTPRH,ONC,cancermine
PTPRS,TSG,cancermine
PTS,TSG,cancermine
PTX3,TSG,cancermine
PUF60,ONC,cancermine
PVR,ONC,cancermine
PYROXD1,ONC,cancermine
PYROXD2,TSG,cancermine
QPCT,ONC,cancermine
QSOX1,TSG,cancermine
RAB17,TSG,cancermine
RAB21,ONC,cancermine
RAB26,ONC,cancermine
RAB27A,ONC,cancermine
RAB31,ONC,cancermine
RAB5A,ONC,cancermine
RAB6B,ONC,cancermine
RAB7A,ONC,cancermine
RAB8A,TSG,cancermine
RAD21,ONC,cancermine
RAD23B,ONC,cancermine
RAD50,TSG,cancermine
RAD51C,TSG,cancermine
RAI14,ONC,cancermine
RALBP1,ONC,cancermine
RALGDS,ONC,cancermine
RANBP2,TSG,cancermine
RANBP6,TSG,cancermine
RANBP9,TSG,cancermine
RAPH1,ONC,cancermine
RASA2,TSG,cancermine
RASA3,TSG,cancermine
RASD1,ONC,cancermine
RASEF,TSG,cancermine
RBBP5,ONC,cancermine
RBBP7,TSG,cancermine
RBFOX3,ONC,cancermine
RBM14,TSG,cancermine
RBM15,ONC,cancermine
RBMS2,TSG,cancermine
RCC2,ONC,cancermine
RCHY1,ONC,cancermine
RDX,TSG,cancermine
REC8,TSG,cancermine
RECQL4,TSG,cancermine
RETN,ONC,cancermine
RFC3,ONC,cancermine
RGS12,TSG,cancermine
RGS20,ONC,cancermine
RGS22,TSG,cancermine
RGS6,TSG,cancermine
RHBDF1,ONC,cancermine
RHEB,ONC,cancermine
RHOBTB1,TSG,cancermine
RHOF,TSG,cancermine
RHOG,ONC,cancermine
RHOT1,TSG,cancermine
RHOV,ONC,cancermine
RLF,ONC,cancermine
RNASEL,TSG,cancermine
RNASET2,TSG,cancermine
RNF126,TSG,cancermine
RNF130,TSG,cancermine
RNF139,TSG,cancermine
RNF144A,TSG,cancermine
RNF180,TSG,cancermine
RNF2,ONC,cancermine
ROR2,TSG,cancermine
RP1L1,ONC,cancermine
RPIA,ONC,cancermine
RPL13,ONC,cancermine
RPL34,ONC,cancermine
RPL36,TSG,cancermine
RPL37A,ONC,cancermine
RPL6,ONC,cancermine
RPL7A,ONC,cancermine
RPN2,ONC,cancermine
RPS14,TSG,cancermine
RPS15A,ONC,cancermine
RPS27,TSG,cancermine
RPS6KA1,TSG,cancermine
RPS6KA3,ONC,cancermine
RPS6KC1,ONC,cancermine
RPS9,ONC,cancermine
RRS1,ONC,cancermine
RSPO2,ONC,cancermine
RSRC2,TSG,cancermine
RTKN,ONC,cancermine
RTKN2,ONC,cancermine
RUFY3,ONC,cancermine
RYK,ONC,cancermine
RYR1,ONC,cancermine
RYR2,TSG,cancermine
S100A1,ONC,cancermine
S100A10,ONC,cancermine
S100A7,ONC,cancermine
S100A9,ONC,cancermine
S100G,ONC,cancermine
S100PBP,ONC,cancermine
SAFB,TSG,cancermine
SALL3,TSG,cancermine
