id,counts
lgg_tcga_analysis/readcounts/TCGA-HT-7692-01A-12R-2256-07,164432920
lgg_tcga_analysis/readcounts/TCGA-HT-7693-01A-11R-2256-07,133577896
lgg_tcga_analysis/readcounts/TCGA-HT-7694-01A-11R-2256-07,158721286
lgg_tcga_analysis/readcounts/TCGA-HT-7854-01A-11R-2256-07,155337819
lgg_tcga_analysis/readcounts/TCGA-HT-7855-01A-11R-2403-07,146975581
lgg_tcga_analysis/readcounts/TCGA-HT-7856-01A-11R-2403-07,175928188
lgg_tcga_analysis/readcounts/TCGA-HT-7857-01A-11R-2403-07,147866762
lgg_tcga_analysis/readcounts/TCGA-HT-7858-01A-11R-2403-07,141833801
lgg_tcga_analysis/readcounts/TCGA-HT-7860-01A-11R-2403-07,138075372
lgg_tcga_analysis/readcounts/TCGA-HT-7874-01A-11R-2403-07,159048774
lgg_tcga_analysis/readcounts/TCGA-HT-7875-01A-11R-2403-07,168005357
lgg_tcga_analysis/readcounts/TCGA-HT-7877-01A-11R-2403-07,177353011
lgg_tcga_analysis/readcounts/TCGA-HT-7879-01A-11R-2403-07,159681663
lgg_tcga_analysis/readcounts/TCGA-HT-7880-01A-11R-2403-07,188129700
lgg_tcga_analysis/readcounts/TCGA-HT-7881-01A-11R-2403-07,160550903
lgg_tcga_analysis/readcounts/TCGA-HT-7882-01A-11R-2403-07,137305799
lgg_tcga_analysis/readcounts/TCGA-HT-7884-01B-11R-2403-07,155545461
lgg_tcga_analysis/readcounts/TCGA-HT-7902-01A-12R-2403-07,190456992
lgg_tcga_analysis/readcounts/TCGA-HT-8010-01A-11R-2403-07,149881451
lgg_tcga_analysis/readcounts/TCGA-HT-8011-01A-11R-2403-07,152015887
lgg_tcga_analysis/readcounts/TCGA-HT-8012-01A-11R-2403-07,170452932
lgg_tcga_analysis/readcounts/TCGA-HT-8013-01A-11R-2403-07,166985323
lgg_tcga_analysis/readcounts/TCGA-HT-8015-01B-11R-A28M-07,121873129
lgg_tcga_analysis/readcounts/TCGA-HT-8018-01A-11R-2404-07,158633272
lgg_tcga_analysis/readcounts/TCGA-HT-8019-01A-21R-2404-07,154193956
lgg_tcga_analysis/readcounts/TCGA-HT-8104-01A-11R-2404-07,168831054
lgg_tcga_analysis/readcounts/TCGA-HT-8106-01A-11R-2404-07,160370880
lgg_tcga_analysis/readcounts/TCGA-HT-8107-01A-13R-2404-07,171655336
lgg_tcga_analysis/readcounts/TCGA-HT-8108-01A-11R-2404-07,143631992
lgg_tcga_analysis/readcounts/TCGA-HT-8109-01A-11R-2404-07,151160541
lgg_tcga_analysis/readcounts/TCGA-HT-8110-01A-11R-2404-07,145023052
lgg_tcga_analysis/readcounts/TCGA-HT-8111-01A-11R-2404-07,157843779
lgg_tcga_analysis/readcounts/TCGA-HT-8113-01A-11R-2404-07,129694264
lgg_tcga_analysis/readcounts/TCGA-HT-8114-01A-11R-2404-07,240542989
lgg_tcga_analysis/readcounts/TCGA-HT-8558-01A-21R-2404-07,153826885
lgg_tcga_analysis/readcounts/TCGA-HT-8563-01A-11R-2404-07,157052460
lgg_tcga_analysis/readcounts/TCGA-HT-8564-01A-11R-2404-07,143801532
lgg_tcga_analysis/readcounts/TCGA-HT-A4DS-01A-11R-A26U-07,77681984
lgg_tcga_analysis/readcounts/TCGA-HT-A4DV-01A-11R-A26U-07,64377224
lgg_tcga_analysis/readcounts/TCGA-HT-A5R5-01A-11R-A28M-07,107342377
lgg_tcga_analysis/readcounts/TCGA-HT-A5R7-01A-11R-A28M-07,111015409
lgg_tcga_analysis/readcounts/TCGA-HT-A5R9-01A-11R-A28M-07,124124700
lgg_tcga_analysis/readcounts/TCGA-HT-A5RA-01A-11R-A28M-07,120322611
lgg_tcga_analysis/readcounts/TCGA-HT-A5RB-01A-11R-A28M-07,118174214
lgg_tcga_analysis/readcounts/TCGA-HT-A5RC-01A-11R-A28M-07,113137087
