id,counts
tcga_analysis/readcounts/TCGA-19-4065-01A-01R-2005-01,134.060662
tcga_analysis/readcounts/TCGA-19-4065-02A-11R-2005-01,103.795508
tcga_analysis/readcounts/TCGA-19-5960-01A-11R-1850-01,127.52703
tcga_analysis/readcounts/TCGA-26-1442-01A-01R-1850-01,140.160045
tcga_analysis/readcounts/TCGA-26-5132-01A-01R-1850-01,114.691951
tcga_analysis/readcounts/TCGA-26-5133-01A-01R-1850-01,111.494924
tcga_analysis/readcounts/TCGA-26-5134-01A-01R-1850-01,54.254319
tcga_analysis/readcounts/TCGA-26-5135-01A-01R-1850-01,91.701682
tcga_analysis/readcounts/TCGA-26-5136-01B-01R-1850-01,43.352781
tcga_analysis/readcounts/TCGA-26-5139-01A-01R-1850-01,105.751006
tcga_analysis/readcounts/TCGA-27-1830-01A-01R-1850-01,110.537379
tcga_analysis/readcounts/TCGA-27-1831-01A-01R-1850-01,86.634236
tcga_analysis/readcounts/TCGA-27-1832-01A-01R-1850-01,132.024791
tcga_analysis/readcounts/TCGA-27-1834-01A-01R-1850-01,99.377028
tcga_analysis/readcounts/TCGA-27-1835-01A-01R-1850-01,89.933189
tcga_analysis/readcounts/TCGA-27-1837-01A-01R-1850-01,49.375219
tcga_analysis/readcounts/TCGA-27-2519-01A-01R-1850-01,108.59518
tcga_analysis/readcounts/TCGA-27-2521-01A-01R-1850-01,122.062361
tcga_analysis/readcounts/TCGA-27-2523-01A-01R-1850-01,125.632446
tcga_analysis/readcounts/TCGA-27-2524-01A-01R-1850-01,104.468894
tcga_analysis/readcounts/TCGA-27-2526-01A-01R-1850-01,110.360434
tcga_analysis/readcounts/TCGA-27-2528-01A-01R-1850-01,118.935397
tcga_analysis/readcounts/TCGA-28-1747-01C-01R-1850-01,111.524095
tcga_analysis/readcounts/TCGA-28-1753-01A-01R-1850-01,53.018057
tcga_analysis/readcounts/TCGA-28-2499-01A-01R-1850-01,116.058206
tcga_analysis/readcounts/TCGA-28-2509-01A-01R-1850-01,113.218184
tcga_analysis/readcounts/TCGA-28-2510-01A-01R-1850-01,108.862777
tcga_analysis/readcounts/TCGA-28-2513-01A-01R-1850-01,102.884591
tcga_analysis/readcounts/TCGA-28-2514-01A-02R-1850-01,123.761915
tcga_analysis/readcounts/TCGA-28-5204-01A-01R-1850-01,106.345618
tcga_analysis/readcounts/TCGA-28-5207-01A-01R-1850-01,102.841779
tcga_analysis/readcounts/TCGA-28-5208-01A-01R-1850-01,116.533605
tcga_analysis/readcounts/TCGA-28-5209-01A-01R-1850-01,122.305964
tcga_analysis/readcounts/TCGA-28-5213-01A-01R-1850-01,51.049881
tcga_analysis/readcounts/TCGA-28-5215-01A-01R-1850-01,136.665491
tcga_analysis/readcounts/TCGA-28-5216-01A-01R-1850-01,92.287407
tcga_analysis/readcounts/TCGA-28-5218-01A-01R-1850-01,102.991357
tcga_analysis/readcounts/TCGA-28-5220-01A-01R-1850-01,106.734409
tcga_analysis/readcounts/TCGA-32-1970-01A-01R-1850-01,116.228052
tcga_analysis/readcounts/TCGA-32-1980-01A-01R-1850-01,118.864958
tcga_analysis/readcounts/TCGA-32-1982-01A-01R-1850-01,37.10176
tcga_analysis/readcounts/TCGA-32-2615-01A-01R-1850-01,141.075355
tcga_analysis/readcounts/TCGA-32-2616-01A-01R-1850-01,148.856213
tcga_analysis/readcounts/TCGA-32-2632-01A-01R-1850-01,107.131384
tcga_analysis/readcounts/TCGA-32-2634-01A-01R-1850-01,144.289597
tcga_analysis/readcounts/TCGA-32-2638-01A-01R-1850-01,143.622792
tcga_analysis/readcounts/TCGA-32-4213-01A-01R-1850-01,64.278203
tcga_analysis/readcounts/TCGA-32-5222-01A-01R-1850-01,125.805846
tcga_analysis/readcounts/TCGA-41-2571-01A-01R-1850-01,114.766741
tcga_analysis/readcounts/TCGA-41-2572-01A-01R-1850-01,100.67416
tcga_analysis/readcounts/TCGA-41-3915-01A-01R-1850-01,99.739293
tcga_analysis/readcounts/TCGA-41-4097-01A-01R-1850-01,78.835
tcga_analysis/readcounts/TCGA-41-5651-01A-01R-1850-01,96.807139
tcga_analysis/readcounts/TCGA-76-4925-01A-01R-1850-01,138.828748
tcga_analysis/readcounts/TCGA-76-4926-01B-01R-1850-01,132.313083
tcga_analysis/readcounts/TCGA-76-4927-01A-01R-1850-01,74.754833
tcga_analysis/readcounts/TCGA-76-4928-01B-01R-1850-01,141.028647
tcga_analysis/readcounts/TCGA-76-4929-01A-01R-1850-01,105.185224
tcga_analysis/readcounts/TCGA-76-4931-01A-01R-1850-01,121.253216
tcga_analysis/readcounts/TCGA-76-4932-01A-01R-1850-01,118.024826
